index,sentence_id,audio,syllabary,phonetic,english,source,speaker,notes
69,d7cf73abe76f,Sentence_for_entry_0069.wav,ᏱᏣᏚᎳᏍ *ᎠᏕᎳᏗᏗ* ᏗᏣᎸᏫᏍᏓᏁᏗ?,yijadu:lás *ade:lá*di:hdi̋:* dijalv:hwísdà:nhdi̋:’i,Would you like to work in a *bank?*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
70,10754d73a5f3,Sentence_for_entry_0070.wav,*ᎠᏕᎳᏧᏢ* ᎤᏪᏅᏍᏗ ᎤᏚᎵᎭ.,*adě:lájǔ:hlv̋:* uwe:nv̀:sdi̋ ù:du:lǐ:ha,She wants to go to *California.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
71,7be086a9cf92,Sentence_for_entry_0071.wav,*ᎤᏕᎶᎰᏒ* ᎠᏥᎶᏄᎡᏍᎬᎢ.,*u:de:loho:sv́* à:jilo:nu’e:sgv̋:’i,*He found out* that he was being cheated.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
72,cb8c1a7b5341,Sentence_for_entry_0072.wav,ᎯᎠ ᎠᎵᏍᏇᏚᏬ ᏍᎪ *ᎠᏕᎸ* ᏧᎬᏩᏟᏗ.,hi’a alsgwè:tuwó sgo: *ade:lv̋:* ju:gv̋:wahldi,The price of this hat is ten *dollars.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
73,33b5ec0d8dae,Sentence_for_entry_0073.wav,*ᎠᏆᏕᏘᏗ* ᎠᎩᎸᏉᏗ ᏱᎦᏓᏬᎠ.,*agwade:tdi̋:* agilv:kwdi yigadáwő:’a,I like *to dive* when I’m swimming.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
74,7c325dddf447,Sentence_for_entry_0074.wav,ᎠᏓᏁᎸ *ᎦᏕᏲᎭ.*,à:da:ně:lv̋: *ga:dé:yoha*,*I am circling* a building.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
75,e078056fe581,Sentence_for_entry_0075.wav,ᎠᏯᏄᎵ ᎠᎯᎵᏒ ᎢᏳᏍᏗ ᏚᏅᏛ *ᎠᏕᏲᎲᎢ.*,a:yanu:li à:hílí:sv̋: iyű:sdi dù:nv̌:da *à:dé:yohv̋:’i*,Because he was driving fast‚ he missed a *curve.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
76,d7b0c7439f5b,Sentence_for_entry_0076.wav,ᎠᎭᏂ *ᏓᏥᏗ* ᎯᎠ ᏑᏗ.,áhanî *dají’dî* hi’á suhdî,*I am going to lay* this fishing pole here.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
77,9b9afa412229,Sentence_for_entry_0077.wav,ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ *ᎦᏗᏗᏍᎪᎢ.*,sǔ:dáli iyúwa:hnilv̋ suná:le̋ *gadi:dǐ:sgó:’i*,*I rise* at 6 a.m.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
78,84fcfdb45357,Sentence_for_entry_0078.wav,ᏗᎪᏪᎵ ᎦᏍᎩᎸ ᏚᏝᎥ *ᏚᏗᎦᎴᏴ* ᏗᎪᏪᎶᏗ ᎤᏯᎳ.,digo:hwe:lî ga:sgilv̋ dù:hlá’v̋ *dù:di:galé:yv* digo:hwe̋:lò:dî ù:hyála,*He scattered* the papers on the table when he looked for his pencil.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
79,d5e414bd552d,Sentence_for_entry_0079.wav,ᎠᎿᏬ ᎤᎵᎬᎭᎷᏴ *ᎤᏗᎦᎴᏲᏨ* ᏍᏓᏯ ᎤᏃᎸᎾ.,ahnawó: ù:lgv:halû:hyv̋ *ù:digalě:jô:jv́* sda̋:ya ù:no:lv̋:na,Pieces of cloth *scattered* when the wind blew hard.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
80,6baac0ce4b7e,Sentence_for_entry_0080.wav,ᎠᏯᏄᎵ *ᎠᏗᏆᎸᏕᏲᎭ* ᎦᏆᏛ ᎠᎴᏫᏍᏙᏙᏗᎢ.,ayanu:lí *à:dí:gwalv:dé:yoha* gá:gwatv̋: ale:hwisdohdohdi̋:’i,The wheel is *spinning* too fast to stop.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
81,bde69e7a2d64,Sentence_for_entry_0081.wav,ᎦᏙ ᎤᏍᏗ *ᎠᏗᎭ?*,gado u:sdi *à:dǐ:ha*,What *is he saying?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
82,a04b0cc27f88,Sentence_for_entry_0082.wav,ᏅᏃᎯ ᏕᏥᎾᏗᏫᏍᎬ ᎠᎴ ᏓᏆᎴᎳ *ᎾᏆᏗᏅᏔᏅᎢ.*,nv:no:hi̋ de:jínadí:wsgv̋: halé: dagwalé:la *nàgwadǐ:nv̂:tanv̌:’i*,Crossing the road‚ I was almost *run over* by a car.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
83,99d4086c4820,Sentence_for_entry_0083.wav,ᏗᎾᏓᏂᏱᏍᎩ ᏚᎪᎭ ᏗᏓᎯᎯ *ᎤᏗᏍᎦᏝᏅᎢ.*,di:nada:níyi̋:sgi dù:gő:ha di:da̋:hihi *ù:di:sgahlanv́:’i*,When the killer saw the police *he hid.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
84,dede875e097d,Sentence_for_entry_0084.wav,*ᎯᏗᏏᏯ* ᎦᏍᎩᎶ. Ꮭ ᏳᏜᏅᏓ ᎦᎳᏗᏍᏗ ᏓᏆᎴᎷᎢ.,*hidì:sǐ:ya* ga:sgiló hlá yu:dlánv:da galadì:sdi̋ dagwalé:lű:’i,*Leave* the chair. There isn’t room to put it in the car.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
85,fd4ee923eeb1,Sentence_for_entry_0085.wav,ᎦᏙ ᎤᏍᏗ *ᎠᏗᏔᏍᏗ* ᏣᏚᎵ?,gado ű:sdi *adi̋:tasdi* jadu:lí,What kind of *drink* do you want?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
86,a5ad130044c2,Sentence_for_entry_0086.wav,ᎨᎻᎵ ᏥᏈᏍᏓ ᎠᎹ *ᎠᎾᏗᏔᏍᎪᎢ.*,kěmíli tsgwi̋:sda ama *à:nadi:tasgó:’i*,Camels *drink* a lot of water.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
87,c8b709bf694e,Sentence_for_entry_0087.wav,*ᎠᏗᏙᏗ* ᎬᏗ ᎠᏗᏔᏍᎦ ᎤᎦᎹ.,*adi:tóhdi̋:* gvhdi̋: à:di:tasga u:gáma,He’s drinking soup with a *spoon.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
88,5c4265b7bddf,Sentence_for_entry_0088.wav,*ᎠᏜ* ᎠᎪᎲᏍᎬ ᏚᎦᏒᏍᏛ ᏥᎪᏩᏘᎭ.,*a:dla* à:góhvsgv̋: dù:ksv̌:sdv̋: jigò:wahtǐ:ha,I see smoke from burning *rubber.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
89,295728eec00d,Sentence_for_entry_0089.wav,ᏙᏌ ᎤᏍᎦᎵᏨ *ᎠᏜᎪᏍᎦ* ᎠᏧᏣ.,do:sa u:sgahljv̋: *à:dlago:sga* achű:ja,The boy is *scratching* where a mosquito bit him.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
90,b197adc7311e,Sentence_for_entry_0090.wav,ᎦᏌᎴᏂ *ᎠᏜᏩᏛ* ᏕᎦᏝ ᎠᏕᎳ.,gà:salě:ni *à:dlǎ:wá’dv̋:* dě:gáhla adě:la,The money is in the *coat pocket.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
91,8dc602e4008b,Sentence_for_entry_0091.wav,ᎭᏢ ᎢᏴ*ᎤᏞᏎᎢ?*,ha:hlv́ iyv̋: *ù:dlé:sé:’i*,Where *did he turn off?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
92,e41852421e56,Sentence_for_entry_0092.wav,*ᎤᏞᏤᏗ* ᎤᏚᎸᎲ ᎠᏎᏍᎩᏂ Ꮭ ᎥᏍᎩ ᏱᏄᏛᏁᎴᎢ.,u:dlè:chéhdi̋ *ù:du:lv:hv́* a:sé:sginí hla v̀:sgi yinu:dv̂:ne:lé:’i,He wanted *to take revenge* against him but he didn’t do it.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
93,6a406f467e06,Sentence_for_entry_0093.wav,ᏞᏍᏗ *ᎠᏞᎢᏍᏗ* ᏱᏣᏲᎮᏍᏗ.,hlè:sdí *adle’isdi* yijahyóhé:sdi,Don’t be looking for *revenge.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
94,328302679bd6,Sentence_for_entry_0094.wav,*ᎠᏞᏌᏙ* ᎠᏞᏌᏛᎢᏍᎪ ᎠᏓᏍᏓᏴᏗ ᏱᏚᎸᏫᏍᏓᏁᎳ.,*adlè:sadó* à:dlé:sadv́sgó ada:sdàyhdi̋: yidu:lv̌:hwísdà:ne̋:la,She puts on an *apron* when she works in the kitchen.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
95,c48bbcc20949,Sentence_for_entry_0095.wav,Ꮭ ᏱᏥᎪᏩᏔ *ᎠᏞᏍᎬᎢ.*,hla yijigò:wahta *à:dlé:sgv̋:’i*,I didn’t see the *turn-off.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
96,6c72e6eff461,Sentence_for_entry_0096.wav,ᎦᏙ ᎤᏍᏗ *ᎠᏟᎠ?* ᎠᎹ‚ ᎤᏅᏓᎨ?,gado u:sdi *à:dlí’a*ama u:nv̌:dáké,What *is she pouring?* Water or milk?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
97,e9a68bdf4d05,Sentence_for_entry_0097.wav,ᏧᏬᏚᎯ *ᏗᏟᎠᏙ* ᏚᏂᎭ ᎠᏂᏣᎳᎩ ᎤᏃᏢᏅᏅ ᎤᎾᏓᎾᏅᎢ ᏓᎵᏆ.,juwo:dű:hi *di:dlí’adó* dù:nǐ:ha ani:jalagi u:no:hlv:hnv:nv̋: u:nada:ná’nv̋:’i dalígwa,They have some pretty *earrings* at the Cherokee Arts and Crafts in Tahlequah.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
98,a2863ffa1737,Sentence_for_entry_0098.wav,ᎦᏓᏬᏍᎬ‚ ᎠᎹ *ᎤᏟᏨ* ᏥᎴᏂ.,gadawó:sgv̋: ama *ù:dlî:jv́* jí’le̋:ni,While I was *swimming‚* water filled my ear.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
99,3f8d7529027a,Sentence_for_entry_0099.wav,ᎠᎹ *ᎠᏟᎭ* ᏒᏙᏂᎢ.,ama *à:dlǐ:ha* sv:do:ni̋:’i,*He’s drawing* water from a barrel.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
100,9bb229dec631,Sentence_for_entry_0100.wav,ᎦᏙ ᎤᏍᏗ *ᎠᏟᏍᏗᎭ?* ᎤᎸᏌᏗᏍ‚ ᎫᎫᎨ?,gado u:sdi *à:dlí:sdi:ha* u:lv̋:sa’dí:s gù:guke,What *is she pouring it into?* A glass or a bottle?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
101,9022a41ee972,Sentence_for_entry_0101.wav,ᎯᏍᎩ ᎪᎢ *ᏗᏟᏍᏙᏗ* ᏓᏆᏚᎵᎭ.,hisgi go’i *di̋:dlì:sdohdi* dà:gwadu:lǐ:ha,I want five oil *containers.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
102,d0a8b1ba1398,Sentence_for_entry_0102.wav,ᏞᏍᏗ *ᏣᏠᏱᎸᎢ.*,hlè:sdi *jadlo:hyilv́:’i*,Don’t *cry.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
103,ae9919552e2f,Sentence_for_entry_0103.wav,ᎠᎦᏴᎵᏳ ᎢᏳᏍᏗ ᎨᏒ ᏎᎦᏨ *ᎤᏠᎢᏒ* ᏐᏈᎵᎢ.,agayv:lǐ:yú: iyű:sdi gè:sv̋: se:gà:jv̋: *ù:dlô:ysv́* sǒ:gwíli̋:’i,Because of his old age‚ *he* barely *got off* his horse.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
104,bfab5e25ea17,Sentence_for_entry_0104.wav,*ᎠᏢᏈᏍᎬᏊ*ᎢᎦ ᎨᏐ ᏳᏬᏂᏌ.,*à:dlv̌:kwsgv̋:gwu* i:ga̋ gè:só yǔ:wô:ni̋:sa,All he does is *just brag* when he speaks.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
105,bab63b5a37da,Sentence_for_entry_0105.wav,ᎡᎵᏊᏍ *ᏱᏯᏢᏔ* ᎮᎵ?,ě:li̋:gwú:s *hyi:yadlv́:ta* he:lí,Do you think *you* can *catch up with him?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
106,8b6fefcf07b6,Sentence_for_entry_0106.wav,*ᏗᏙᎳᏅᏍᏗ* ᏕᎪᏢᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.,*di:do:lanv́:sdi* de:gó:hlv:sgó: ada dà:yo:hlv́sgó:’i,He makes *walking canes* by carving wood.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
107,876d27c79d4c,Sentence_for_entry_0107.wav,ᎯᏲᎵᎩᏍ ᎩᎶ *ᎠᏙᏂᏍᎩ* ᎠᏕᏠᏆᏍᎩ?,hí:yő:lì:gís kiloő *a:dǒ:ni̋:sgi* ade:hlohgwà:sgi,Do you know anyone who is an apprentice *sorcerer?*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
108,01cb6c2f3ee8,Sentence_for_entry_0108.wav,ᎭᏢ ᎠᏩᏛᏗ *ᎠᏚᏓᎴᏍᏗ?*,ha:hlv̋ áhwahtvhdi *adu:dale̋:sdi*,Where does one find *freedom*?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
109,5f6b17707a72,Sentence_for_entry_0109.wav,ᎯᎠ *ᎠᏓᏥ* ᎣᎩᎾᎵᎢ.,hi’a *adaji* o:gina:li̋:’i,This *German* is my friend.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
110,e1ec01ec5f51,Sentence_for_entry_0110.wav,ᎦᏙ *ᎭᏛᏁᎮᏍᏗ* ᏙᏓᏈᏕᎾ?,gadò: *hadv́:ne:hé:sdi* dǒ:dágwi:de̋:na,What *will you be doing* Saturday?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
111,82f888c93041,Sentence_for_entry_0111.wav,ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᏍᎬ ᎢᏳᏍᏗ *ᎠᏛᏁᎵᎭ.*,ajiye:jà:sdóhdi̋: ù:du:lí:sgv̋ iyű:sdi *à:dv́:ne:lǐ:ha*,*He’s acting silly* because he wants to be laughed at.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
112,d7352c72ed9a,Sentence_for_entry_0112.wav,*ᎠᏛᏁᎵᏍᎩ* ᎢᏳᎵᏍᏙᏗ ᎠᏕᏠᏆᎠ ᏗᏕᏠᏆᏍᎩ.,*adv̀:ně:li̋:sgi* yú:lsdohdi̋: à:de:hlohgwá’a di:de̋:hlohgwà:sgi,The student is studying to become an *actor.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
113,eaeb9b96f0f3,Sentence_for_entry_0113_01.wav,Ꮲ ᎠᏇᏅᏍᏗ ᎦᏛᏅᎢᏍᏗᎭ.,hlv̋: agwe:nv̀:sdi̋: gadv:nv́:’isdi:ha,*I’m getting ready* to go somewhere.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
114,f74936754186,Sentence_for_entry_0113_02.wav,ᏥᏈᏍᏗ ᎠᎵᏍᏓᏴᏗ *ᎠᏛᏅᎢᏍᏗᏍᎪ* ᏓᏂᏍᏓᏲᎯᎲᎢ.,tsgwi̋:sdi alsdàyhdi *à:dv:nv́’isdi:sgó* dà:ni:sdayo:hihv̋:’i,*She prepares* a lot of food at Christmas.,Cherokee Dictionary 1975 Durbin Feeling,,
115,0fe302492f90,Sentence_for_entry_0114.wav,ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ‚ *ᎠᏂᎦᏓᎭ* ᎾᎾᎵᏍᏗᏍᎪᎢ.,ga:dő:hi yidu:nâ:ne:lő:hna di:ni:yő:hli *ani:ga:da:ha̋* nà:nalsdi:sgó:’i,When children play on the ground‚ they become *dirty.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
116,34afb40c729d,Sentence_for_entry_0115.wav,ᏂᎪᎯᎸ *ᎠᎦᏟᏱ* ᎨᏐ ᎤᏓᏍᏕᏟᏗᎢ.,nigo:hí:lv̋: *agahli̋:yi* gè:só: u:da:sde:lhdi̋:’i,*He’s* always *eager* to help.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
117,684c28cb82bb,Sentence_for_entry_0116.wav,ᎤᏍᎪᏍᏗ *ᎠᎦᎵᏍᎪ* ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ.,u:sgő:sdi *à:gá:li:sgó* nv:da iyú:hnó kali̋: nv:da yi̋gi,The moon *shines* brightly if it’s a full moon.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
118,a49360e4e718,Sentence_for_entry_0117_01.wav,Ꮎ ᎠᎨᏳᏣ ᎤᏍᏘᎬ *ᎤᎦᎳᏍᏗ* ᎤᏚᎵ.,ná age:hyű:ja u:sdihgv̋: *u:gà:lsdi̋* ù:du:lí,The girl wants *to cut* her hair.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
119,673c049f6e66,Sentence_for_entry_0117_02.wav,ᏧᏬᏰᏂ ᎬᏗ *ᎤᎦᎳᏒ* ᎠᏍᏘ.,juwò:ye̋:ni gv̋hdi *ù:gâ:lsv́* asti,*He broke* the string with his hands.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
120,f4257c06e6c9,Sentence_for_entry_0118.wav,ᎢᎦᏓ *ᎠᎦᎷᎦ* ᏧᏍᏗ ᎨᏐ. ᎢᎦᏓᏃ ᏧᏔᎾ.,i:gá:da *a:galǔ:ga* ju:sdi̋: gè:só i:gá:dáhnó: jű:tana,Some *twisters* are small and some are big.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
121,9e4736702575,Sentence_for_entry_0119.wav,ᎠᎹ *ᎤᏂᎦᎾᏗᏍᏗ* ᎤᎸᏉᏓ ᏩᎦ.,á:ma *u:ni:ganǎ:dî:sdi̋* u:ni:lv̌:kwda wahga,Cows like *to lick* salt.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
122,cf85726bdf00,Sentence_for_entry_0120.wav,*ᎠᎦᎾᎦᏘ* ᎤᏴᏍᏗ ᏫᏥᏯᎥᎢ.,*agánakti* u:yv:sdi̋ wijiyá’v̌:’i,I was in the *doctor’s* office.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
123,4825d69f8b2a,Sentence_for_entry_0121.wav,ᎫᎳᏏᏕᏂ *ᏓᎦᎾᏬᏗᎭ.*,ju:là:sihde̋:ni *dà:ga:nowhdǐ:ha*,*He’s warming* his feet.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
124,c1563bd96b21,Sentence_for_entry_0122.wav,ᎪᎩ ᏱᏄᎵᏍᏔᎾ *ᎠᎦᎾᏬᏍᎪᎢ.*,go:gi yinű:lstana *à:ga:nawo:sgó:’i*,When it becomes summer‚ *it gets warm.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
125,df92b8526d2b,Sentence_for_entry_0123.wav,ᏥᏈᏍᏗ *ᎠᎦᏍᎦ* Ꮲ ᎡᏅᏍᏗ ᎪᎯ ᎢᎦ.,tsgwì:sdi *à:ga:sga* tlv̋: e:nv̀:sdi kò:hi i:ga,*It’s raining* too much to go somewhere today.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
126,609a28832bba,Sentence_for_entry_0124.wav,ᎯᎠ ᎠᏍᎦᏯ ᎠᏎ *ᎠᎦᏑᏰᏓ* ᎤᏬᏂᎯᏍᏗᎢ.,hi’a asgaya a:sé: *agà:su:ye̋:da* uwò:nihísdi̋:’i,This man is a specially *selected* speaker.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
127,8f2c7923edb5,Sentence_for_entry_0125.wav,*ᎠᎦᏯᎷᏗ* ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ.,*agá:yalű:di* à:nhdi:sgó: jí:sdv:na dà:ni:ní:yǐ:sgv̋: ani:jalagi,Cherokees use a *seine* to catch crawdads.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
128,ff38ed0bc536,Sentence_for_entry_0126.wav,*ᎠᎦᏴᎵ* ᏌᎶᎵ ᏧᏲ ᎩᏟ ᎤᏩᎧ ᎡᏚᏥ.,*agayv̋:li* salǒ:li jű:hyo gi:hli ù:nâ:hla e:du:ji,My uncle has an *old* squirrel dog.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
129,a2625e15530a,Sentence_for_entry_0127.wav,ᏔᎵᏍᎪᎯ ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ. Ꮎ *ᎠᎦᏴᎵᎨ~*,tálsgo:hi nà:de:tǐ:ya nidigv:dé:hyohvsgő:’i ná *agayv̌:líge̋:’i*,The *old woman* has been teaching for twenty years.,Cherokee Dictionary 1975 Durbin Feeling,Russell Feeling,Cherokee Nation translation specialist.
130,fb76dc5d5a97,Sentence_for_entry_0128.wav,*ᎠᎨ* ᏫᏓᎨᏙᎵ ᏞᎦ.,*á:ge̋:* widagé:dó:li hle̋:ga,I am going *over there* for awhile.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
131,45acaaa43101,Sentence_for_entry_0129.wav,ᎦᎪ ᎥᏍᎩᎾ *ᎠᎨᏯ?*,gá:go v̀:sginá *agě:hya*,Who is that *woman?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
132,69d50e03beec,Sentence_for_entry_0130.wav,ᎠᏂᏣᎳᎩ *ᎠᏂᎨᏳᏣ* ᎤᏂᎸᏉᏗ ᎤᎾᎳᏍᎦᏟᏗᎢ.,ani:jalagi *ani:gě:hyű:ja* u:ni:lv̋:kwdi u:nalà:sgalhdi̋:’i,Cherokee *girls* like to play ball.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
133,7460944091d9,Sentence_for_entry_0132.wav,ᏧᏙᏓᏋᏓ ᏎᎷ ᎦᏚ *ᎤᏂᎩᏍᏗ* ᎤᏂᎸᏉᏓ ᎠᏂᏣᎳᎩ.,ju:dǒ:dágwv̋:da se:lú gá:du *u:ni:gì:sdi̋* u:ni:lv:kwda ani:jalagi,The Cherokees like *to eat* corn bread every day.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
134,95628e619fcf,Sentence_for_entry_0133_01.wav,ᎠᏕᎳ ᎤᎪᎭ ᎦᏙᎯ ᎠᎲ *ᎤᎩᏒᎢ.*,adě:la ù:gő:ha gǎ:dő:hi à:hv̋: *ù:gí:sv̌:’i*,When he saw money on the ground‚ *he picked it up.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
135,53eaf3747e2e,Sentence_for_entry_0133_02.wav,ᏔᎵ ᎢᏧᏕᏘᏴᏓ ᎢᏳᏓᎵ ᎢᏤ ᏓᏆᎴᎳ *ᎠᎩᏍᎪᎢ.*,tá’li ijú:de:tiyv̋:d yú:da̋:li ije̋: dagwalé:la *à:gí:sgó:’i*,He *gets* a new car every two years.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
136,81921e9fa56e,Sentence_for_entry_0134.wav,ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎸᏍᏔᏅ *ᎠᎩᏟᏱ* ᎨᏎᎢ.,ani:jalagi dige:jí’ilv́:stanv̋: *agi:tli̋:yi* gè:sé:’i,The Trail of Tears was *agony* for the Cherokees.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
137,85d60ed0a819,Sentence_for_entry_0135.wav,ᏔᎵ ᏧᏒᎯᏓ ᎢᎪᎯᏓ *ᎤᎩᏟᏲᏨᎢ.*,táli ju:sv̋:hida igo:hi̋:da *ù:gi:hliyô:jv:’î*,*He was in pain* for two days.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
138,e51892c6a80b,Sentence_for_entry_0136.wav,*ᎠᎩᎾ* ᎤᏩᎧᎭ. ᏐᏈᎵ ᎠᏆᏤᎵ,*agi̋:na* ù:wa:kaha sǒ:gwíli agwaje:li̋,My horse has a *colt.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
139,63cc9476407f,Sentence_for_entry_0137.wav,ᏗᏓᎾᏅ ᎪᎱᏍᏗ *ᎠᎩᏍᏗ* ᎯᎩᏒ,di:dá:nanv̋: go:hű:sdi *ágì:sdi* higí:sv̌:’i,Get *something to eat* at the store.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
